subscriber,recorded_at,plan_changes_to_date
SUB-01139,2026-01-24T23:00:00Z,0
SUB-01139,2026-03-07T23:00:00Z,1
SUB-01140,2026-01-20T22:00:00Z,0
SUB-01140,2026-03-03T22:00:00Z,0
SUB-01141,2026-01-21T19:00:00Z,0
SUB-01141,2026-03-04T19:00:00Z,0
SUB-01141,2026-03-30T19:00:00Z,1
SUB-01142,2026-01-19T15:00:00Z,0
SUB-01142,2026-03-02T15:00:00Z,1
SUB-01142,2026-03-08T15:00:00Z,3
SUB-01143,2026-01-21T15:00:00Z,0
SUB-01143,2026-03-04T15:00:00Z,1
SUB-01144,2026-01-26T00:00:00Z,1
SUB-01144,2026-03-09T00:00:00Z,2
SUB-01144,2026-04-05T00:00:00Z,4
SUB-01145,2026-01-18T07:00:00Z,0
SUB-01145,2026-03-01T07:00:00Z,0
SUB-01145,2026-03-12T07:00:00Z,7
SUB-01146,2026-01-23T04:00:00Z,0
SUB-01146,2026-03-06T04:00:00Z,0
SUB-01147,2026-01-29T06:00:00Z,0
SUB-01147,2026-03-12T06:00:00Z,0
SUB-01147,2026-03-19T06:00:00Z,4
SUB-01148,2026-01-28T05:00:00Z,0
SUB-01148,2026-03-11T05:00:00Z,0
SUB-01149,2026-01-26T03:00:00Z,0
SUB-01149,2026-03-09T03:00:00Z,1
SUB-01150,2026-01-25T22:00:00Z,0
SUB-01150,2026-03-08T22:00:00Z,1
SUB-01150,2026-03-23T22:00:00Z,4
SUB-01151,2026-01-22T01:00:00Z,0
SUB-01151,2026-03-05T01:00:00Z,0
SUB-01151,2026-03-25T01:00:00Z,4
SUB-01152,2026-01-20T04:00:00Z,0
SUB-01152,2026-03-03T04:00:00Z,1
SUB-01153,2026-01-18T06:00:00Z,0
SUB-01153,2026-03-01T06:00:00Z,0
SUB-01153,2026-03-27T06:00:00Z,1
SUB-01154,2026-01-28T23:00:00Z,0
SUB-01154,2026-03-11T23:00:00Z,0
SUB-01155,2026-01-20T12:00:00Z,0
SUB-01155,2026-03-03T12:00:00Z,0
SUB-01155,2026-04-01T12:00:00Z,2
SUB-01156,2026-01-29T02:00:00Z,0
SUB-01156,2026-03-12T02:00:00Z,1
SUB-01156,2026-04-10T02:00:00Z,7
SUB-01157,2026-01-30T04:00:00Z,0
SUB-01157,2026-03-13T04:00:00Z,0
SUB-01158,2026-01-21T15:00:00Z,0
SUB-01158,2026-03-04T15:00:00Z,0
SUB-01158,2026-03-09T15:00:00Z,4
SUB-01159,2026-01-19T15:00:00Z,0
SUB-01159,2026-03-02T15:00:00Z,0
SUB-01159,2026-03-11T15:00:00Z,4
SUB-01160,2026-01-29T00:00:00Z,0
SUB-01160,2026-03-12T00:00:00Z,0
SUB-01161,2026-01-21T12:00:00Z,0
SUB-01161,2026-03-04T12:00:00Z,0
SUB-01162,2026-01-18T23:00:00Z,0
SUB-01162,2026-03-01T23:00:00Z,0
SUB-01162,2026-03-15T23:00:00Z,3
SUB-01163,2026-01-29T00:00:00Z,0
SUB-01163,2026-03-12T00:00:00Z,0
SUB-01164,2026-01-19T10:00:00Z,0
SUB-01164,2026-03-02T10:00:00Z,1
SUB-01165,2026-01-20T06:00:00Z,0
SUB-01165,2026-03-03T06:00:00Z,0
SUB-01166,2026-01-22T20:00:00Z,0
SUB-01166,2026-03-05T20:00:00Z,1
SUB-01167,2026-01-18T20:00:00Z,0
SUB-01167,2026-03-01T20:00:00Z,0
SUB-01167,2026-03-29T20:00:00Z,3
SUB-01168,2026-01-23T22:00:00Z,0
SUB-01168,2026-03-06T22:00:00Z,0
SUB-01168,2026-03-20T22:00:00Z,2
SUB-01169,2026-01-24T02:00:00Z,0
SUB-01169,2026-03-07T02:00:00Z,1
SUB-01169,2026-03-15T02:00:00Z,4
SUB-01170,2026-01-24T17:00:00Z,0
SUB-01170,2026-03-07T17:00:00Z,0
SUB-01171,2026-01-26T02:00:00Z,0
SUB-01171,2026-03-09T02:00:00Z,0
SUB-01171,2026-04-01T02:00:00Z,3
SUB-01172,2026-01-20T12:00:00Z,0
SUB-01172,2026-03-03T12:00:00Z,0
SUB-01173,2026-01-17T01:00:00Z,0
SUB-01173,2026-02-28T01:00:00Z,1
SUB-01173,2026-03-23T01:00:00Z,6
SUB-01174,2026-01-25T09:00:00Z,0
SUB-01174,2026-03-08T09:00:00Z,0
SUB-01175,2026-01-27T13:00:00Z,0
SUB-01175,2026-03-10T13:00:00Z,0
SUB-01175,2026-03-31T13:00:00Z,3
SUB-01176,2026-01-20T19:00:00Z,0
SUB-01176,2026-03-03T19:00:00Z,0
SUB-01177,2026-01-17T16:00:00Z,1
SUB-01177,2026-02-28T16:00:00Z,2
SUB-01177,2026-03-19T16:00:00Z,5
SUB-01178,2026-01-19T04:00:00Z,0
SUB-01178,2026-03-02T04:00:00Z,0
SUB-01179,2026-01-26T23:00:00Z,0
SUB-01179,2026-03-09T23:00:00Z,1
SUB-01179,2026-03-14T23:00:00Z,5
SUB-01180,2026-01-19T16:00:00Z,0
SUB-01180,2026-03-02T16:00:00Z,0
SUB-01180,2026-03-11T16:00:00Z,5
SUB-01181,2026-01-29T10:00:00Z,0
SUB-01181,2026-03-12T10:00:00Z,0
SUB-01181,2026-03-20T10:00:00Z,6
SUB-01182,2026-01-23T03:00:00Z,0
SUB-01182,2026-03-06T03:00:00Z,0
SUB-01183,2026-01-20T22:00:00Z,2
SUB-01183,2026-03-03T22:00:00Z,3
SUB-01184,2026-01-26T22:00:00Z,1
SUB-01184,2026-03-09T22:00:00Z,2
SUB-01184,2026-03-22T22:00:00Z,6
SUB-01185,2026-01-24T18:00:00Z,1
SUB-01185,2026-03-07T18:00:00Z,2
SUB-01185,2026-03-29T18:00:00Z,8
SUB-01186,2026-01-19T09:00:00Z,1
SUB-01186,2026-03-02T09:00:00Z,2
SUB-01187,2026-01-27T05:00:00Z,0
SUB-01187,2026-03-10T05:00:00Z,0
SUB-01187,2026-03-28T05:00:00Z,2
SUB-01188,2026-01-26T19:00:00Z,0
SUB-01188,2026-03-09T19:00:00Z,0
SUB-01188,2026-03-17T19:00:00Z,7
SUB-01189,2026-01-25T20:00:00Z,0
SUB-01189,2026-03-08T20:00:00Z,0
SUB-01190,2026-01-28T02:00:00Z,0
SUB-01190,2026-03-11T02:00:00Z,0
SUB-01190,2026-03-27T02:00:00Z,5
SUB-01191,2026-01-19T22:00:00Z,0
SUB-01191,2026-03-02T22:00:00Z,0
SUB-01191,2026-03-21T22:00:00Z,4
SUB-01192,2026-01-26T18:00:00Z,0
SUB-01192,2026-03-09T18:00:00Z,0
SUB-01192,2026-03-24T18:00:00Z,4
SUB-01193,2026-01-29T17:00:00Z,0
SUB-01193,2026-03-12T17:00:00Z,0
SUB-01194,2026-01-17T06:00:00Z,0
SUB-01194,2026-02-28T06:00:00Z,0
SUB-01194,2026-03-10T06:00:00Z,2
SUB-01195,2026-01-29T09:00:00Z,0
SUB-01195,2026-03-12T09:00:00Z,0
SUB-01195,2026-03-18T09:00:00Z,5
SUB-01196,2026-01-18T23:00:00Z,0
SUB-01196,2026-03-01T23:00:00Z,0
SUB-01197,2026-01-16T11:00:00Z,0
SUB-01197,2026-02-27T11:00:00Z,0
SUB-01197,2026-03-27T11:00:00Z,2
SUB-01198,2026-01-24T15:00:00Z,0
SUB-01198,2026-03-07T15:00:00Z,1
SUB-01199,2026-01-17T20:00:00Z,0
SUB-01199,2026-02-28T20:00:00Z,0
